,C=O/ M,O=CO/ M,O=CCO/ M,O=C(CO)CO/ M,O=C[C@H](O)CO/ M,OCC(O)CO/ M,OC[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)CO/ M,O=CC(O)(CO)CO/ M,O=C[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)CO/ M,OC1COC(O)CO1/ M,O=C[C@@H](O)[C@H](O)CO/ M,O=C(CO)C(O)(CO)CO/ M,O=C([C@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@H](O)CO/ M,O=C[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)C(O)(CO)CO/ M,O=C[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)C(O)[C@@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O)CO/ M,CCCCCCCCCCCC/ M,O=C(CO)[C@](O)(CO)[C@H](O)CO/ M,O=C(CO)[C@@](O)(CO)[C@H](O)CO/ M,O=C(CO)[C@H](O)C(O)(CO)CO/ M,O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO/ M,O=C([C@H](O)CO)[C@H](O)[C@H](O)CO/ M,O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO/ M,O=C([C@H](O)CO)C(O)(CO)CO/ M,O=C[C@@](O)(CO)[C@@H](O)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO/ M,O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@@H](O)[C@](O)(CO)[C@H](O)CO/ M,O=C[C@@H](O)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)C(O)(CO)CO/ M,O=C[C@@H](O)[C@@H](O)C(O)(CO)CO/ M,O=C[C@@](O)(CO)C(O)(CO)CO/ M,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,OC(C(O)C(C(CO)O)O)CO/ M,OCC(O)C(O)C(O)C(O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,CCCCCCCCCCCCCC/ M,O=CC(O)C(O)C(O)C(O)C(O)CO/ M,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO/ M,OC(=O)C(C)=O/ M,O=CC(=O)O/ M,OO/ M,O/ M,[OH-]/ M,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O/ M,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O/ M,OC[C@H](O)[C@@](O)(CO)[C@H](O)CO/ M,OC[C@H](O)[C@](O)(CO)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@@H](O)C(O)(CO)[C@H](O)CO/ M,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)C(O)(CO)CO/ M,OC[C@@H](O)[C@H](O)C(O)(CO)CO/ M,OCC(O)(CO)C(O)(CO)CO/ M,OC[C@H](O)C(O)=C(O)[C@H](O)CO/ M,OC[C@@H](O)C(O)=C(O)[C@H](O)CO/ M,OCC(O)(CO)CO/ M,OC[C@@H](O)C(O)(CO)CO/ M,OCCO/ M,CO/ M,OC=CO/ M,OC=C(O)CO/ M,OC=C(O)[C@H](O)CO/ M,OCC(O)=C(O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)CO/ M,OC=C(O)C(O)(CO)CO/ M,OCC(O)=C(O)[C@H](O)CO/ M,OC=C(O)[C@](O)(CO)[C@@H](O)CO/ M,OC=C(O)[C@](O)(CO)[C@H](O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC=C(O)[C@H](O)C(O)(CO)CO/ M,OCC(O)=C(O)[C@H](O)[C@@H](O)CO/ M,OCC(O)=C(O)[C@H](O)[C@H](O)CO/ M,OCC(O)=C(O)C(O)(CO)CO/ M,CaCl2/ M,
FRN067L,0.058681130000000005,0.0,0.0,0.008995906599999999,0.0,0.0,0.001317567744803585,0.0,0.0,0.0,0.0,0.0,0.0,0.00012471375721717946,0.0,0.0,0.0,0.0,0.0,9.782539632334676e-05,6.315939623674752e-05,2.4556100572666043e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012601866829996285,0.0,0.0003468243639588934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031809206868302185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001697188765067762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004444346043217495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012962765582115503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN071A,0.17160031045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015081952631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.02646720005263158,0.00424902152631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013921775789473686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.361668421052631e-05,0.0,0.0,0.0,0.00019890268421052633,0.0,0.000990175842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN071B,0.1671201945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004773967499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.02453853485,0.004082453349999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00193750805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016992990000000001,0.0,0.0,0.0,0.0005034392500000001,0.0,0.00110884745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN071C,0.17967838814999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021934184999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.028196846849999995,0.004155951250000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016286204000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001416652,0.0,0.0,0.0,0.00033049294999999994,0.0,0.0011037076500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN071D,0.18030553475000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005287655499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.02420527885,0.0038562725999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.856885000000002e-05,0.00011924964999999999,0.0,0.0,0.0023389684500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014254494999999998,0.0,0.0,0.0,0.0005091413000000001,0.0,0.0010649985000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN077A,0.1634937626241039,0.0,0.0,0.0031526763422495044,0.0,0.0,0.00116990895,0.0,0.00567311255,0.0024974304000000003,0.00103295505,0.0,0.0020902155,0.0,0.0011625855999999998,0.0,0.0,0.0017520671000000002,0.00085466975,0.0,0.0,0.00045400555,0.0,0.0,0.002569704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023992235,0.0007597692,0.0007290204,0.00087004535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005605093,0.0,0.00016264739999999998,0.0,0.0,0.0,0.0008085153500000001,0.0,0.00071312185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN077B,0.16308292426522106,0.0,0.0,0.0031559694021573736,0.0,0.0,0.0012498466842105265,0.0,0.005545114,0.002173097157894737,0.0007714630526315789,0.0,0.0018403896315789473,0.0,0.0015716528421052633,0.0,0.0,0.0018568465789473682,0.0,0.0,0.0,0.00044694631578947366,0.0,0.0,0.0024638832105263156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024629126842105266,0.0008101627368421052,0.0008039513684210527,0.0008768284210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017872236315789475,0.00016424010526315788,0.0003148352105263158,0.0,0.0,0.0008936715263157895,0.0,0.000724218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN077C,0.16447141743550553,0.0,0.0,0.003155324747027532,0.0,0.0,0.0012441394210526314,0.0,0.005133120894736842,0.0021521617368421057,0.0007577004736842105,0.0,0.0018641621052631577,0.0,0.0015092608421052632,0.0,0.0,0.0017812013684210526,0.0,0.0,0.0,0.00043611736842105264,0.0,0.0,0.002497863894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002501053894736842,0.000742115052631579,0.0,0.0007449657368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00206720747368421,0.00016980126315789472,0.0,0.0,0.0,0.0008543163157894738,0.0,0.0007337483684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN077D,0.16754473526701755,0.0,0.0,0.003159474396205676,0.0,0.0,0.00117088385,0.0,0.00554216965,0.0025613985999999997,0.0009656932,0.0,0.0022299047,0.0,0.0013833669000000001,0.0,0.0,0.00164424425,0.00084184065,0.0,0.0,0.00044473194999999997,0.0,0.0002672818,0.0024899952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024674922,0.0007102129,0.0,0.0007268819000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005938038999999999,0.0,0.0001672956,0.0,0.0,0.0,0.0007758673000000001,0.0,0.00070473845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087A,0.17873584608689208,0.0,0.0,0.0,0.0,0.0,0.0011118338,0.00012259615,0.00045683964999999996,8.438544999999999e-05,0.00137306085,0.0,0.00023965279999999998,0.0,0.00439891425,0.00074872905,0.00512990055,0.0,0.0,0.0,0.00693370665,0.0,0.006272097650000001,0.0,0.0,0.0,2.0385e-05,0.0,0.0,0.00029946835,0.0,0.0,0.0003937979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023643696999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021885195499999994,0.00038851914999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072568549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087B,0.17538351169916036,0.0,0.0,0.0,0.0,0.0,0.00109833,0.00012865914999999999,0.00043500425,0.00010892640000000002,0.0018786623000000007,0.0,0.00025710655,0.0,0.00461920945,0.0013101740500000001,0.0050914172,0.0,0.0,0.0,0.007353811249999999,0.0,0.0062227056000000005,0.0,0.0,0.0,2.143e-05,0.0,0.0,0.0001506024,0.0,0.0,0.0004753773500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017385975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022482469500000003,0.0006013341000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006923996100000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087C,0.1708352084788559,0.0,0.0,0.0,0.0,0.0,0.0,0.00029952957894736844,0.0004606754736842106,8.527994736842105e-05,0.0010652265789473686,0.0,0.00021460236842105263,0.0,0.004443896842105264,0.0005478268947368421,0.005149138736842106,0.0,0.0,0.0,0.005748889947368421,0.0,0.006057676052631579,0.0,0.0,0.0,2.2079473684210525e-05,0.0,0.0,0.00040811152631578946,0.0,0.0,0.0004057356315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003826906526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001888882315789474,0.0004456577368421053,0.0,0.0,0.0,1.0668421052631578e-05,0.0,0.0,0.0,0.006830816894736843,4.721052631578947e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087D,0.17513653428430379,0.0,0.0,0.0,0.0,0.0,0.0009744241499999998,0.0004531539,0.00041007234999999994,5.413e-05,0.0006013991,0.0,0.0001953518,0.0,0.004117711849999999,0.00015215275,0.005377358699999999,0.0,0.0,0.0,0.00558168785,0.0,0.00640770155,0.0,0.0,0.0,2.396e-05,0.0,0.0,0.0003785315,0.0,0.0,0.00080101815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005303834200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022027912,0.0004961859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00861093355,9.313e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087E,0.17768864989574173,0.0,0.0,0.0,0.0,0.0,0.0009495274210526316,0.00032593947368421053,0.00042048526315789474,5.941052631578947e-05,0.0005522608947368422,0.0,0.0001948524210526316,0.0,0.004195966684210526,0.0001097716842105263,0.005124607736842105,0.0,0.0,0.0,0.0057956163157894735,0.0,0.006279826052631579,0.0,0.0,0.0,1.704157894736842e-05,0.0,0.0,0.00012471584210526317,0.0,0.0,0.0009719895263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053086526842105256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026208433684210522,0.000983083947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008804991684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN088A,0.18643750189473685,0.0,0.0,0.014037343578947366,0.0,0.0,2.3415789473684213e-05,0.0013524769999999997,0.024195028052631577,3.2967473684210526e-05,0.0018172153684210528,0.0,0.00026220442105263155,0.0,0.001450298,0.0005018767368421053,0.0015334749999999999,0.0,0.0,0.0,0.006923902000000001,0.0,0.004034887578947368,0.0,0.0,0.0,5.77578947368421e-06,0.0,0.0,1.6775526315789475e-05,0.0,0.0,2.3547368421052634e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0006162561052631577,0.0,0.00021568573684210523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001295040894736842,2.189405263157895e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030845606315789476,1.5091052631578949e-05,0.0,9.273684210526316e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN088B,0.15359417626801178,0.0,0.0,0.008860558170779607,0.0,0.0,0.0003335246,0.0037689950000000007,0.02483942745,0.00015371180000000003,0.00060076675,0.0,6.217500000000001e-06,0.0,0.0012266088,0.00078032155,0.005534204450000001,0.0,0.0,0.0,0.0025427122999999996,0.0,0.00659021085,0.0,0.0,0.0,4.481e-05,0.0,0.0,0.00036081454999999996,0.0,0.0,0.00174701055,0.0,0.0,0.0,0.0,0.0,0.0,1.4735e-06,0.0,0.00051499565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009507331499999999,0.0005136423,0.0,1.704e-06,0.0,5.325255e-05,0.0,0.0,0.0,0.003851382099999999,1.5877000000000004e-05,0.00015039305,4.1835e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN088C,0.1445351655205415,0.0,0.0,0.007207008710109798,0.0,0.0,0.0020264318421052635,0.0034925581052631578,0.01645312668421053,3.142263157894736e-05,0.0019308357368421054,0.0,8.351642105263158e-05,0.0,0.00010890963157894737,0.0008748322631578946,0.008217541052631578,0.0,0.0010294586315789474,0.0,0.0014636181578947369,0.0,0.009074686315789475,0.0,0.0,0.0,0.00011527684210526315,0.0,0.0,0.00038782163157894734,0.0,0.0,0.004307103263157894,5.68421052631579e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.385552631578947e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008204223157894736,0.0001087802105263158,0.0,0.0,0.0,5.9810526315789465e-05,0.0,0.0,0.0,0.0007681647368421053,9.690615789473685e-05,2.0917105263157897e-05,5.992631578947369e-06,0.0,0.0,3.178873684210526e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN089A,0.22148150434999997,0.0,0.0,0.016644294100000002,0.0,0.0,0.0007072008333333334,0.0007734241111111111,0.016965987888888888,1.7160000000000002e-05,0.0002642131111111111,0.0,0.004514717,1.461111111111111e-07,0.0005702921111111112,0.0007878503333333333,0.002802436277777778,0.0,0.0,0.0,0.005857106388888889,0.0,0.004791265388888888,0.0,0.0,0.0,0.0,2.801666666666667e-06,0.0,5.685172222222222e-05,0.0,0.0,0.0024970354999999996,0.0037444672777777782,0.0,0.0,0.0,0.0,0.0,0.0002895133888888889,0.0,0.004415331777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008052725,3.517572222222223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028964827777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN089B,0.22861313405000003,0.0,0.0,0.016542727000000004,0.0,0.0,0.0007166529999999999,0.0008442877777777777,0.017562394166666665,2.137222222222222e-05,0.0016883821111111112,0.0,0.002750823111111111,0.0,0.0006067103333333334,0.0006163421666666667,0.0032456698333333334,0.0,0.0,0.0,0.005738204555555556,0.0,0.005276854944444444,0.0,0.0,0.0,0.0,8.919444444444444e-06,0.0,1.9994444444444445e-05,0.0,0.0,0.00425816588888889,0.0049622028333333335,0.0,0.0,0.0,0.0,0.0,0.000514515611111111,0.0,0.0061590865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010838449444444443,8.316305555555556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005429075555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
