,C=O/ M,O=CO/ M,O=CCO/ M,O=C(CO)CO/ M,O=C[C@H](O)CO/ M,OCC(O)CO/ M,OC[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)CO/ M,O=CC(O)(CO)CO/ M,O=C[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)CO/ M,OC1COC(O)CO1/ M,O=C[C@@H](O)[C@H](O)CO/ M,O=C(CO)C(O)(CO)CO/ M,O=C([C@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@H](O)CO/ M,O=C[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)C(O)(CO)CO/ M,O=C[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)C(O)[C@@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O)CO/ M,CCCCCCCCCCCC/ M,O=C(CO)[C@](O)(CO)[C@H](O)CO/ M,O=C(CO)[C@@](O)(CO)[C@H](O)CO/ M,O=C(CO)[C@H](O)C(O)(CO)CO/ M,O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO/ M,O=C([C@H](O)CO)[C@H](O)[C@H](O)CO/ M,O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO/ M,O=C([C@H](O)CO)C(O)(CO)CO/ M,O=C[C@@](O)(CO)[C@@H](O)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO/ M,O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@@H](O)[C@](O)(CO)[C@H](O)CO/ M,O=C[C@@H](O)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)C(O)(CO)CO/ M,O=C[C@@H](O)[C@@H](O)C(O)(CO)CO/ M,O=C[C@@](O)(CO)C(O)(CO)CO/ M,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,OC(C(O)C(C(CO)O)O)CO/ M,OCC(O)C(O)C(O)C(O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,CCCCCCCCCCCCCC/ M,O=CC(O)C(O)C(O)C(O)C(O)CO/ M,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO/ M,OC(=O)C(C)=O/ M,O=CC(=O)O/ M,OO/ M,O/ M,[OH-]/ M,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O/ M,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O/ M,OC[C@H](O)[C@@](O)(CO)[C@H](O)CO/ M,OC[C@H](O)[C@](O)(CO)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@@H](O)C(O)(CO)[C@H](O)CO/ M,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)C(O)(CO)CO/ M,OC[C@@H](O)[C@H](O)C(O)(CO)CO/ M,OCC(O)(CO)C(O)(CO)CO/ M,OC[C@H](O)C(O)=C(O)[C@H](O)CO/ M,OC[C@@H](O)C(O)=C(O)[C@H](O)CO/ M,OCC(O)(CO)CO/ M,OC[C@@H](O)C(O)(CO)CO/ M,OCCO/ M,CO/ M,OC=CO/ M,OC=C(O)CO/ M,OC=C(O)[C@H](O)CO/ M,OCC(O)=C(O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)CO/ M,OC=C(O)C(O)(CO)CO/ M,OCC(O)=C(O)[C@H](O)CO/ M,OC=C(O)[C@](O)(CO)[C@@H](O)CO/ M,OC=C(O)[C@](O)(CO)[C@H](O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC=C(O)[C@H](O)C(O)(CO)CO/ M,OCC(O)=C(O)[C@H](O)[C@@H](O)CO/ M,OCC(O)=C(O)[C@H](O)[C@H](O)CO/ M,OCC(O)=C(O)C(O)(CO)CO/ M,CaCl2/ M,
FRN071C,0.0003086725654937099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.828595907823179e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002136535043830764,0.00013227763681164325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021574265085847586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6004787742482325e-05,0.0,0.0,0.0,0.00010343535825516824,0.0,0.00010278182956877796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN071D,5.089553190043474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002887258556494794,0.0005134878622022682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010369922056739048,0.0,0.0,0.00016581016957954982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.369930368137878e-05,0.0,0.0,0.0,3.2903290868173094e-05,0.0,8.137786051392989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN077A,0.0,0.0,0.0,9.427794673547036e-07,0.0,0.0,7.654974068943006e-06,0.0,0.00019748698176393263,9.86158645902368e-05,0.00011569765283967043,0.0,6.545933209760454e-05,0.0,0.0,0.0,0.0,5.826153503651985e-05,3.3539466786378293e-05,0.0,0.0,5.458565404561136e-06,0.0,0.0,7.366541021987244e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.971247904764364e-05,4.579540497182522e-05,1.044716640353926e-05,3.612059296745265e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9267889371911634e-05,0.0,1.4308985979057752e-05,0.0,0.0,0.0,7.949936886313128e-06,0.0,1.8039895037844632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN077B,0.0005569270052562207,0.0,0.0,1.7684238295619293e-06,0.0,0.0,0.0,0.0,0.00010748859610563761,0.00014082196673098984,0.00010767014671372627,0.0,4.184479445395806e-05,0.0,4.9503383142764284e-05,0.0,0.0,3.352162375954256e-05,0.0,0.0,0.0,7.673570293517928e-06,0.0,0.0,5.4756665970486415e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.764350800028998e-05,5.887106134506925e-06,0.0,3.3572823180310595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001583538297903031,0.0,0.00012031116969173456,0.0,0.0,1.0938675183591197e-05,0.0,2.4685348482910875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN077C,0.0,0.0,0.0,2.1605166683699927e-06,0.0,0.0,2.37888668856914e-05,0.0,0.00017970484042750156,4.9028874709116844e-05,0.00014168078066473775,0.0,3.849510877247196e-05,0.0,6.267595893382458e-05,0.0,0.0,4.5263169692011416e-05,0.0,0.0,0.0,6.203126654990198e-06,0.0,0.0,0.00011895281485481453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.933950658471843e-05,2.0738843041673763e-05,0.0,3.8032498450967056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003277703830648106,9.550807402732437e-06,0.0,0.0,0.0,8.793401802994675e-06,0.0,2.135670248923503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN077D,0.00045864247375069963,0.0,0.0,4.578420921437998e-06,0.0,0.0,1.5223574200246898e-05,0.0,0.000655853920258014,0.0001353720537960574,0.00011229003702211309,0.0,9.200290759737683e-05,0.0,0.0001080755787168415,0.0,0.0,9.51227170500332e-05,2.97652442317178e-05,0.0,0.0,1.9021415170993904e-05,0.0,0.0001474153392309014,8.820459440321668e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.729680445490167e-05,4.489701473275643e-05,0.0,3.513176714516426e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0210615022940017e-05,0.0,1.1833360158315618e-05,0.0,0.0,0.0,4.896896389283193e-05,0.0,3.0145343101992984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087A,0.000224673548259426,0.0,0.0,0.0,0.0,0.0,5.469217495235105e-05,9.681738208927039e-06,0.0,5.332831297883621e-06,0.0,0.0,7.6082923543332825e-06,0.0,0.00018983775186587977,7.949578273617286e-05,0.0001931649530264633,0.0,0.0,0.0,0.00027574124469652365,0.0,0.00014261194780485306,0.0,0.0,0.0,2.13690668195219e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002822731212547038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012054228550336274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033656426403090746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087B,0.0,0.0,0.0,0.0,0.0,0.0,4.639897256429131e-05,2.0886942427852208e-05,0.0,2.889856612746172e-06,7.949159981978206e-05,0.0,4.201521253144925e-06,0.0,9.358735019528536e-05,0.00023170681639768658,0.00010418530818890642,0.0,0.0,0.0,0.0002600824650104718,0.0,3.483505466182768e-05,0.0,0.0,0.0,6.260104583200876e-06,0.0,0.0,1.688537463632931e-05,0.0,0.0,9.016534994980457e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003172645830237455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05539086260066e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001819633112045815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087C,0.000522185411466438,0.0,0.0,0.0,0.0,0.0,0.0,3.9413606863479896e-05,5.454787257749617e-05,0.0,7.025781691384397e-05,0.0,1.2339668901495613e-05,0.0,0.00017242814277555553,0.00010886446206897602,0.00012184179575214665,0.0,0.0,0.0,0.0003009823052032179,0.0,0.0001303855933473067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.675190210300647e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008571271568570521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018395808991270672,0.0,0.0,0.0,0.0,5.1969717596111666e-06,0.0,0.0,0.0,0.000396949652140721,3.032963241867705e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087D,0.0,0.0,0.0,0.0,0.0,0.0,4.008595880458418e-05,4.92165163034025e-05,5.872438616856737e-05,3.3718719003089544e-06,2.7262224567658195e-05,0.0,1.939146549310664e-05,0.0,0.00016970431383720445,2.0294449106500028e-05,0.0001576390219583451,0.0,0.0,0.0,0.00015992180330267675,0.0,0.00017851367220934596,0.0,0.0,0.0,3.3624338279272603e-06,0.0,0.0,6.213900909429214e-05,0.0,0.0,7.635673201038748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043487370059686715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016759337832382616,5.41420024119979e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006527848145554296,7.427763337525668e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN087E,0.0,0.0,0.0,0.0,0.0,0.0,2.441145568512124e-05,1.9812382916385773e-05,0.00010132512328423523,4.502607948707395e-06,7.041181551604354e-05,0.0,1.3390973665062995e-05,0.0,0.00023974909473317994,3.312279397600973e-05,0.00027796877375912385,0.0,0.0,0.0,0.0005470521655234187,0.0,6.428850937510714e-05,0.0,0.0,0.0,4.5783040110881e-06,0.0,0.0,1.3251683330762646e-05,0.0,0.0,0.00032082237047695896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020186193432415687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001714812008611594,5.037135118200536e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008306091493863548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN088A,0.0,0.0,0.0,0.0002355907879910937,0.0,0.0,7.937634999338028e-06,9.823260921874494e-05,0.001252763294894521,2.811305284683525e-06,0.0005649429790496934,0.0,7.584873565056352e-05,0.0,9.079793757904669e-05,0.00018998353693355132,0.00018488073562929658,0.0,0.0,0.0,0.0007915471503156917,0.0,0.0002128420388679527,0.0,0.0,0.0,1.0746522132667392e-06,0.0,0.0,2.027054132316257e-05,0.0,0.0,2.190166220095643e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.00010223683840866902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014121510359902574,4.68241214926614e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038740124726055854,1.7241379832137557e-06,0.0,3.8333014715450345e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN088B,0.0008250366101279064,0.0,0.0,0.0003924060250146187,0.0,0.0,0.0,0.00021730387491999793,0.0010591287883990293,9.537930810848585e-06,5.156390200000585e-05,0.0,4.237051617611279e-07,0.0,9.897954592761877e-05,0.00010614202445943169,0.00021258118048952772,0.0,0.0,0.0,0.00015508561142728728,0.0,0.0,0.0,0.0,0.0,5.4448047031652525e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012186491246207272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7466345427382535e-05,4.742344777292269e-05,0.0,1.009974195957367e-06,0.0,4.416470277661954e-06,0.0,0.0,0.0,0.0006912761926553342,3.0802915591917216e-06,5.113352965351396e-05,9.017841984354876e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN088C,0.0006253214142699367,0.0,0.0,0.00014060723634813836,0.0,0.0,1.7512829506650293e-05,4.243855667072737e-05,0.00023454546058935643,1.991255442617026e-06,5.9503631122761124e-05,0.0,2.5344773204839234e-06,0.0,7.0916231101375245e-06,1.851969708592061e-05,0.00012986610198611437,0.0,6.620264364823872e-06,0.0,8.045189615629473e-05,0.0,8.954645534031546e-05,0.0,0.0,0.0,1.932906733422049e-06,0.0,0.0,1.6810136225588332e-05,0.0,0.0,0.0001342644482010328,4.3677267585137497e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6534639555936706e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3018198490843425e-05,1.2435466492219323e-05,0.0,0.0,0.0,1.3159978678721274e-05,0.0,0.0,0.0,3.849669642403871e-05,1.3707537830142899e-05,7.808159334346354e-06,1.82215074385555e-06,0.0,0.0,6.9746057578743605e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN089A,0.004422242381675095,0.0,0.0,0.0003074672837996665,0.0,0.0,1.4520263086116e-05,0.0,0.0,2.5858955142201842e-06,1.3055557153900675e-05,0.0,0.0003390368686093637,0.0,1.868077363086725e-05,0.00035584435944376166,0.0001578719741476074,0.0,0.0,0.0,5.2616413529308357e-05,0.0,0.00029325403459731146,0.0,0.0,0.0,0.0,9.165214725145859e-07,0.0,9.668822079101874e-06,0.0,0.0,0.000530907794853034,0.0,0.0,0.0,0.0,0.0,0.0,4.201240974995246e-05,0.0,0.0005445542654081572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1691734242966253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN089B,0.0107853187746464,0.0,0.0,0.0006500005490984584,0.0,0.0,3.7153006099829865e-05,0.0,0.0,2.796777378698416e-07,0.00022843512883463692,0.0,0.00027654187787502305,0.0,2.2253601393910296e-05,8.938264078981808e-05,9.951608498331376e-05,0.0,0.0,0.0,0.0007505716399733724,0.0,0.0001402750713909612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036857752792648934,0.00017110428687619039,0.0,0.0,0.0,0.0,0.0,5.4152150716538594e-05,0.0,0.00015488321343259568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.783009154880329e-05,6.096386039590623e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3285689126751592e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN089C,0.016668892675704778,0.0,0.0,0.0010142987854579975,0.0,0.0,1.6972649614248112e-05,2.3072190196833274e-05,0.0,1.327303404878823e-06,0.00019276458417171835,0.0,0.0,0.0,3.658273346833241e-05,8.185640222423262e-05,8.986756062592155e-05,0.0,0.0,0.0,0.0001607811786887844,0.0,2.459893863347205e-05,0.0,0.0,0.0,0.0,3.732801859260656e-06,0.0,0.0,0.0,0.0,0.000271755186361065,0.0003052759772468796,0.0,0.0,0.0,0.0,0.0,5.5735940947153955e-05,0.0,9.501590113540106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015567660953020487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN089D,0.028877629469210082,0.0,0.0,0.0014690047292931102,0.0,0.0,4.7482370031292876e-05,2.670929025222195e-05,0.0,0.0,0.0007093579758352369,0.0,0.0,0.0,0.0,0.00034990085926425685,0.00016615120364395656,0.0,0.0,0.0,0.0013637628092802217,0.0,0.0002081476002013606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007249658254164822,0.0004020980524517346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4575192649430456e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019353649904333697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
